,barcode01.csv,barcode02.csv,barcode03.csv,barcode04.csv,barcode05.csv,barcode06.csv,barcode07.csv,barcode08.csv,barcode09.csv,barcode10.csv,barcode11.csv,barcode12.csv,barcode13.csv,barcode14.csv,barcode15.csv,barcode16.csv,barcode17.csv,barcode18.csv,barcode19.csv,barcode20.csv,barcode21.csv,barcode22.csv,barcode23.csv,barcode24.csv,barcode25.csv,barcode26.csv,barcode27.csv,barcode28.csv,barcode29.csv,barcode30.csv,barcode31.csv,barcode32.csv,barcode33.csv,barcode34.csv,barcode35.csv,barcode36.csv,barcode37.csv,barcode38.csv,barcode39.csv,barcode40.csv,barcode41.csv,barcode42.csv,barcode43.csv,barcode44.csv,barcode45.csv,barcode46.csv,barcode47.csv,barcode48.csv,barcode49.csv,barcode50.csv,barcode51.csv,barcode52.csv,barcode53.csv,barcode54.csv,barcode55.csv,barcode56.csv,barcode57.csv,barcode58.csv,barcode59.csv,barcode60.csv,barcode61.csv,barcode62.csv,barcode63.csv,barcode64.csv,barcode65.csv,barcode66.csv,barcode67.csv,barcode68.csv,barcode69.csv,barcode70.csv,barcode71.csv,barcode72.csv,barcode73.csv,barcode74.csv,barcode75.csv,barcode76.csv,barcode77.csv,barcode78.csv,barcode79.csv,barcode80.csv,barcode81.csv,barcode82.csv,barcode83.csv,barcode84.csv,barcode85.csv,barcode86.csv,barcode87.csv,barcode88.csv,barcode89.csv,barcode90.csv,barcode91.csv,barcode92.csv,barcode93.csv,barcode94.csv,barcode95.csv,barcode96.csv
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriales_fam_Incertae_sedis;g__Botryosphaeriales_gen_Incertae_sedis;s__Botryosphaeriales_sp,2,6,1,0,249,1,2,3,2,477,0,87,1,2,4,0,0,0,3,0,0,1,0,9,0,2,1,0,0,1,0,3,0,0,0,0,0,0,0,0,47,0,126,2,0,0,0,214,0,2,0,0,1,119,4,1,5,0,0,0,1,0,0,0,0,0,0,1,178,0,0,0,2,0,26,0,1,8,0,2,0,2,3,1,28,0,0,1,2,58,13,0,7,0,1,158
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Phyllostictaceae;g__Guignardia;s__Guignardia_sp,5,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Arthrocatena;s__Arthrocatena_sp,3,1,7,2,0,5,0,0,0,1,0,37,3,0,1,0,4,7,0,9,1,1,1,0,142,0,0,0,0,0,0,1,0,0,31,9,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,314,0,0,0,0,2,2,146,0,0,1,0,1,1,0,1,0,0,1,1,1,12,0,0,0,0,0,275,0,1,227,0,0,2,1,4,0,0,0,0,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Capnodiales_gen_Incertae_sedis;s__Capnodiales_sp,279,194,5,1,4,2,3,1,1,1,1,1,9,2,1,115,2,1,2,1,9,1,2,1,1,1,180,2,3,1,365,1,1,1,1,1,285,1,1,2,1,1,2,1,1,1,285,3,2,3,166,5,3,2,1,1,14,1,3,84,2,16,4,2,3,3,2,16,1,1,15,4,1,2,3,3,2,1,221,1,7,1,5,1,7,4,2,9,154,1,1,1,3,1,139,4
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiales_fam_Incertae_sedis;g__Perusta;s__Perusta_sp,2,4,0,1,2,246,281,311,1,1,23,1,26,292,13,0,7,137,289,132,1,280,254,123,3,107,3,130,125,19,1,542,319,0,4,1,4,2,2,7,1,164,1,3,148,16,1,2,2,194,0,1,309,4,0,0,22,0,2,0,1,3,1,1,302,1,0,1,1,3,0,1,0,1,0,69,3,1,2,21,524,10,9,2,1,2,2,3,2,2,203,155,1,2,1,4
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporiaceae_gen_Incertae_sedis;s__Cladosporiaceae_sp,1,8,1,33,434,0,1,1,98,18,3,752,101,3,1,1,1,0,2,1,154,1,0,3,317,2,8,4,1,0,0,9,0,1,3,160,5,1,0,1,1,1,0,442,3,5,6,0,293,6,0,1,1,277,169,1,155,1,278,1,148,1,2,1,246,0,5,5,1,345,1,0,2,2,1,1,167,2,2,3,3,2,8,437,1,1,1,2,0,1,1,4,150,0,3,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_herbarum,2,2,249,5,0,2,318,2,5,1,3,1,9,0,1,3,1,3,1,0,0,1,1,2,1,2,11,2,2,1,4,1,290,0,169,1,5,167,1,2,14,5,0,2,3,1,6,4,1,5,2,158,1,1,2,279,6,4,285,3,1,230,1,14,2,347,442,299,30,1,1,155,269,2,3,27,4,439,4,3,422,7,4,3,926,432,320,1,1,1,1,0,2,0,0,283
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sp,9,588,5,106,1,2,2,303,9,2,144,1,33,260,6,312,294,2,269,3,1,268,1,7,296,3,1,6,1,2,832,3,1,1,4,2,1,2,259,163,12,326,3,1,3,225,1,548,270,2,1,2,1,1,2,2,1,263,1,1,2,3,283,3,1,1,1,3,2,306,1,1,1,5,1,7,3,1,398,325,5,10,2893,11,3,2,258,1712,177,28,5,2,1,165,2,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Cladosporiales;f__Cladosporiaceae;g__Davidiella;s__Davidiella_sp,1,0,1,1,0,0,0,0,2,0,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,275,425,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,295,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,3,1,0,0,1,0,0,9,1,0,1,0,0,0,3,0,0,5,0,3,0,0,0,406,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Sydowia;s__Sydowia_polyspora,19,9,1,5,1,2,2,2,221,1,6,26,2178,2,67,1,1,1,6,1,278,1,217,1,1,1,12,1,259,1,805,1,4,246,3,4,559,2,5,2,213,1,279,334,289,2,1,1,1,1,1,1,6,251,340,2,3,270,1,232,329,1,1,1,2,1,341,1,4,7,264,1,1,4,1,193,6,1,439,2,1,91,11,6,3,2,2,7,306,1,1,1,287,195,290,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideaceae;g__Sydowia;s__Sydowia_sp,1,3,27,28,337,402,3,1,9,2,1,1,1,0,3,1,1,3,4,282,1,1,6,260,2,258,4,229,1,254,1,583,1,240,1,0,1,341,1,0,5,2,1,1,235,1,1002,1,1,573,251,3,340,3,1,1,1,1,2,213,3,474,263,117,6,340,1,9,223,1,3,0,1,3,4,15,11,884,2,2,2,1,28,1623,1,683,1,2,2,9,2,392,1,0,1,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideales_fam_Incertae_sedis;g__Dothideales_gen_Incertae_sedis;s__Dothideales_sp,25,2,1,6,2,1,1,1,2,48,1,3,87,1,26,286,1,1,1,1,281,2,1,1,2,3,1,212,261,3,1,1,1,1,340,369,491,1,402,1,3,327,295,2,1,4,11,371,1,2,1,357,1,1,277,1,331,1,1,3,1,1,1,2,1,3,1,1,5,1,2,305,1,1,5,18,377,6,2,9,1,49,2,1,724,1,5,1,1,2,1,357,301,3,222,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideales_fam_Incertae_sedis;g__Hormonema;s__Hormonema_macrosporum,1,5,1,1,1,3,2,1,5,1,45,1,63,2,6,1,1,0,3,6,1,3,0,0,5,3,13,2,4,3,4,1,3,1,3,1,7,1,320,3,5,3,1,0,2,1,13,1,1,2,2,353,0,2,0,0,1,2,3,1,1,1,2,2,0,1,1,1,1,1,7,278,0,25,14,13,2,2,1,657,1,1,0,762,1,1,2,4,1,1,403,2,15,1,1,393
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Dothideales_fam_Incertae_sedis;g__Hormonema;s__Hormonema_sp,7,20,881,1,1,1,5,1,1,9,535,1,58,37,1,2,280,286,2,2,0,1,2,217,1,2,1,1,1,1,5,1188,1,0,401,1,2,302,2,0,1,1,2,3,3,544,3,1,5,1688,4,2,4,1,1,1,1,6,0,1,1,1,6,232,1,1,1,675,5,11,516,2,234,3,59,4,1,2,2,1,3,5,1,4,1,1,1,1,2,485,2,1,1,1,1,3
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Neocelosporiaceae;g__Celosporium;s__Celosporium_sp,1,0,1,517,1,0,2,0,1,3,1,32,9,0,663,1,4,0,4,0,2,0,0,1,34,2,1142,0,0,2,0,3,35,0,1,0,1,4,2,1,17,3,0,1,0,1,3,4,1,38,1,4,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,4,1,1,1,2,0,4,0,20398,21,8,0,0,0,5995,4128,0,4,7,35,481,303,2,1,2,1,1,3,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__Aureobasidium_subglaciale,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,3,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dictyothyriella;s__Dictyothyriella_garciniae,2,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Dothideomycetes_gen_Incertae_sedis;s__Dothideomycetes_sp,238,404,1,21,2,648,1,1,2,307,449,3,34160,26,24,3,3,1,1,285,1,24,3,3,1,6,1,2,1,593,1,1,2,2,1,3,5,3,1,325,8,1,1,4,3,1,1421,31,1,3,1,1,1,1,1,3,4,19,7,2,364,1,5,1,34,1,2,3,700,1,562,2,2,13,1,37,7,2,8,1,2,20,1,3,10,1,2,1,3,5,1,1,2,2,1,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Phaeosclera;s__Phaeosclera_dematioides,11,1,3,6,1,5,1,1,1,13,1,11,163,3,4,4,1,260,1,1,1,3,1,1,20,1,2,1,1,2,35,1,26,2,2,1,2,1,1,1,2,3,1,1,1,3387,9,2,23,2,40,3,1,2,1,2,28,3,33,4,1,883,1,264,2,3,1,1,3,1,2,1,1,61,22,56,560,1,1,577,4,24,2,2,4,1,11,1,1,1,6,5,1,1,26,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;f__Dothideomycetes_fam_Incertae_sedis;g__Phaeosclera;s__Phaeosclera_sp,6,1,2,0,1,1,35,1,0,2,1,6,263,0,1,0,4,1,1,1,0,26,1,2,2,1,1,6,1,1,3,0,0,29,0,1,4,1,0,279,2,6,1,1,0,3,4,21,1,0,3,1,1,5,4,0,6,16,2,1,0,9,2,0,29,1,2,5,3,29,2,1,1,19,8,1,26,1,1,5,0,5,4,7,0,8,3,2,0,1,1,1,6,1,3,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;s__Cenococcum_geophilum,37,1,32,1,4,2,4,1,646,1,1,1,3,2,3,1,1,2,1,6,5,2,28,1,5,16,1,1,4,1,28,1,3,2,6,9,1,3,6,1,1,1,1,1,1,7,3,2,20,4,31,7,1,2,1,1,1,5,20,2,1,1,35,1,0,4,1,1109,1,2,4,1,2,1,3,3,4,1,4,1,1,1,2371,1,1,1,0,648,4,9,1,1,1,23,17,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Cenococcum;s__Cenococcum_sp,1374,6,764,1,4,2,10,26,1,3,2,993,4,1,72,1,8,1,162,1,1,2,2,1,1,2,3,5,31,2,2,2,3,19,1,2,1,1,35,1,1,34,1,1,1,1,3917,3,4,1,1,1,3,28,1,1,1,4,3,26,1,5,1,1,3,1,1,1,715,23,1,52,1,1,1318,12178,1,11,3,1,1,5762,3,1,1,1,4,9,2,2,6,36,1,8,2,25
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Gloniaceae_gen_Incertae_sedis;s__Gloniaceae_sp,1285,0,9,3,0,0,2,1,1,0,2,12,2,1,3,1,2,0,0,0,0,1,0,0,0,0,1,1,2,754,0,3,0,0,11,1,54,0,0,0,1,1,28,1,0,1,2,0,1,4,0,0,1,0,1,0,507,0,2,1,7,1,29,4,1,1,2,0,3,1,7,20,0,5,0,0,3,0,50,0,0,1,1,1,1,1,0,0,7,905,1,0,0,0,1,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Pseudocenococcum;s__Pseudocenococcum_floridanum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Gloniales;f__Gloniaceae;g__Pseudocenococcum;s__Pseudocenococcum_sp,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Hysteriales;f__Hysteriales_fam_Incertae_sedis;g__Hysteriales_gen_Incertae_sedis;s__Hysteriales_sp,595,10,1,1,36,4,1,17,33,958,1,3,1,111,1469,1,1,1,8,47,1,3,13,4,2,1,1493,29,28,1,2,1,1,2,1,19,4,1,2,1,21,2,2,1,1,4,1,1,1,1,4,1,7,3,1,1,3,1,1,20,8,1,1,1,98,27,34,13,4,3,1,10,1,16270,3,5,13,1,2,1,39,2,1,1,1,59,1,1,1,1,1,3,1,1,2,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Kirschsteiniotheliales;f__Kirschsteiniotheliaceae;g__Kirschsteiniothelia;s__Kirschsteiniothelia_nabanheensis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Kirschsteiniotheliales;f__Kirschsteiniotheliaceae;g__Kirschsteiniothelia;s__Kirschsteiniothelia_sp,1,0,0,0,0,0,0,0,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Extremaceae_gen_Incertae_sedis;s__Extremaceae_sp,2,0,1,1,0,1,1,1,2,3,5,2,1,0,6,1,0,6,21,0,0,105,2,1,2,1,0,1,4,1,172,1,1,1,1,0,41,0,18,0,541,4,24,38,0,1,3,1,1,0,4,0,1,0,0,22,5,0,0,3,1,6,4,5,6,4,0,33,5,3,1,3,0,63,24,3,1,2,31,1,0,1,0,58,8,4,107,2,1,0,0,0,1,0,3,41
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Petrophila;s__Petrophila_incerta,5,267,10,789,3,31,2,4,1,18,30,3,1,10,4,26,1,1,5,4,2,10,1,1,1,34,4,13,1,2,6,2,1,1,2,2,4,1,1,1,24,1,1,1,208,19,6,112,98,1,2,43,1,15,3,5,1,1,2,1,1,1,1,1,2,3,2,6,9,1,1,1,30,71,140,1,1,1,3,12,3,3483,1,4,2,37,10,1,1,2,2,27,264,1,2,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Extremaceae;g__Petrophila;s__Petrophila_sp,13,2,4,55,23,7,111,3,1,3,1,19,9,6,2,4,28,1,8,1,26,2,1,1,96,2,4,2,1,5,1,1,108,1,1,1,4,26,2,1,1,1,3,23,4,1,1,5,4,1,3,6,46,2,23,1,13,88,97,1,15,15,1,2,16,1,11,2,2,2,48,2,2,3,42,1,53,1,4,1,22,2,3,77,13,4,1,2,37,1,16,5,5,1,84,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Cercospora;s__Cercospora_sp,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Fulvia;s__Fulvia_fulva,1,0,0,0,2,0,0,0,0,0,0,0,43872,0,1,0,0,0,0,0,2,0,0,1,11,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10963,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,9,1,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Mycosphaerellaceae_gen_Incertae_sedis;s__Mycosphaerellaceae_sp,52,2,1,1,2,36,7,3,690,1,4,1,1,17,10,73,21,24,4,23,23,1,1,36,2,2,2,1,1,1,2,43,2,2,69,2,6,4,1,1,1,143,1,3,84,1,1,1,3,1,122,25,2,1,2,26,1,6,6,1,1,1,1,3,3,1,4,1,13,123,4,2,21,3,2,2748,1,1,1,1,1,22,1,2,1,3,23,1,3,838,2,2,19,2,6,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_musae,1,0,0,6,0,0,0,114,76,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,1,0,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercospora;s__Pseudocercospora_sp,3,1,12,8,2,2,3,12,3,1,0,1372,10,1,2001,1,4,4,1,3,0,2,1,0,1,3,1,3,0,1,18,1307,0,88,2,3,3,27,1,1,1,14,0,2,9,1,1,0,29,0,5,3,0,0,0,3,15,0,0,0,0,2,1,1,846,2,3,76,1,11,51,1,2,3,9,1,1,1,0,1,0,13,0,169,4,2,757,1,0,5,1,1,7,49,2,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercosporella;s__Pseudocercosporella_fraxini,3,1,1,1,1,3,2,2,2,2071,0,1,9,809,67,2,1,23,0,3,1,25,1,1,2,0,19,80,81,1,1449,4,3,8,26,1,194,4,99,1,2,1,3,2,8,2,8,0,1,14,2,2,32,1,1,1,2,1,0,2,12,1,105,0,0,109,1,1,1,1,1,106,1,1,18036,4,0,99,2,1,5,2,1,0,1,3,1,1,23,3,48,123,7,5,3,2
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Pseudocercosporella;s__Pseudocercosporella_sp,1,0,0,0,0,0,0,0,1,3,0,0,1,0,1,4,0,2,0,0,0,0,0,0,0,1,2,0,14,0,0,1,0,3,0,0,19,0,0,0,0,11,0,0,0,2,57,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,9,2,1,5,0,1,1,68,1,0,10,3,78,1,8,2,0,0,0,1,7,0,0,0,12,0,1,22,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_neodeusta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Scirrhia;s__Scirrhia_sp,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Mycosphaerellaceae;g__Septoria;s__Septoria_sp,1,0,0,1,130,1,30,4,9,1,1,0,6,0,17,0,1,0,1,1,0,1,479,0,20,1,3,0,0,33,0,0,0,2,4,0,1,1,0,0,24,26,0,0,0,1,6,2,0,0,1,1,0,0,2,0,0,18,2,0,0,1,0,2,1,2,0,0,1,25,1,9,0,1,1,1,1,0,161,10,1,1,1,10,1,1,5,0,0,1,2,0,2,0,1,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Neodevriesiaceae;g__Neodevriesia;s__Neodevriesia_sp,1,2,1,16,8,4,1,0,0,2,0,1,68,0,2,0,2,1,0,12,1,0,9,19,817,0,3,7,2,5,1,1,0,0,0,34,0,1,5,0,0,1,0,121,1,1,0,0,794,1,3,0,6,0,1,1,3,742,2,1,1,0,7,0,6,0,1,1,65,1,1,2,2,1,2,16,1,40,13,36,5,37,59,2,219,321,16,1,0,1,22,4,4,3,0,3
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Schizothyriaceae;g__Schizothyrium;s__Schizothyrium_sp,1,36,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,10,0,0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Acrodontium;s__Acrodontium_crateriforme,1,2,1,683,1,4,1184,28,9,1,1,2,1,8,1,120,116,1,1,2,2,863,6,1,2,1,6,1,4,44,3,3,1,4,3,0,5,1,1,3,2432,1,1,7,190,73,36,23,2,3,33,3,1,1,108,1,1,1,1,61,1,1,2,33,13,2,2,1,10,896,8,2,1,29,3,1,1,6,1,5,224,6,19,7,14,16,70,1,3,8,5,1,6,583,698,1
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Acrodontium;s__Acrodontium_metrosideri,1,21,0,20,3,2,0,1,0,0,1,9,1,5,7,5,0,0,0,0,1,0,4,2,0,0,2,0,0,4,1,10,0,12,2,30,60,2,0,28,1,0,0,1,7,3,2,0,5,0,0,0,2,107,16,0,0,0,822,7,1,80,5,0,0,28,0,1,44,1,2,24,103,13865,21201,22,129,1,0,9,9,2,7,28,178,4,3,1,3,2,0,1,1,0,0,138
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Acrodontium;s__Acrodontium_simplex,12,5,1,13,23,148,1,1,24,3,9,1,1,78,1,4,8,1,2,136,98,1,26,2,1,1,6,3,22,3,10,1,3,776,3,5,2,2,5,36,33,906,100,2,4,40,5,1,12,1,829,4,10,8,3,6,103,8,1,2,42,7,22,2,75,1,101,3,2,1,4,2,14,2,2,1,8,5,1,1,1,1,1,1,9,2,1,144,1,1,3,22,127,1,1,12
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Capnobotryella;s__Capnobotryella_sp,2,5,1,24,1,8,0,953,1,8,1,4,1,1,1,0,0,1,120,4,1,7,0,2,9,98,0,26,1,2,16,861,0,0,6,2,1607,127,20,0,130,1,0,1,28,2,1,0,1,360,1,1,6,2,0,0,10,0,10,1,3,27,1,13,3,1,12,93,5,1,200,1,0,17,1,1,0,2,1,1,0,1,1,3038,10,4,0,10,4,1,1,1207,12,4,0,4
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__Teratosphaeriaceae;g__Catenulostroma;s__Catenulostroma_sp,2,1,1,6,1143,1,2,1,1,4,1044,876,30,0,1,0,1,0,8,3,11,9,775,0,12,6,2,0,0,1,0,13,23,1,2,3,4,13,0,1,4,0,12,0,2931,9,2,0,1,15,1,140,1,1,0,102,0,16,16,23,3,4,839,3,0,1,0,2,1,10,7,0,0,0,9,1,22,2,9,1,6,51,1,0,5,39,1,1,1,21,1,2,1,0,1,4
